Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_006_FMS_SMART_Logout feature,Chrome 115.0.0.0,,,2023-08-16 15:18:22,2023-08-16 15:19:21,59.348s,PASSED
,,,,,,,
Test Cases/TC_010_FMS_Smart_Verify Logout feature,Chrome 115.0.0.0,,,2023-08-16 15:18:22,2023-08-16 15:19:21,59.146s,PASSED
"callTestCase(findTestCase(""TC_007_FMS_Smart_Verify Login feature""), [""url"":""https://ioclfmssmart.tmsitrimble.in/FMSSmartApp/#/login"", ""username"":""11038331"", ""password"":""Nr@747900""], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-08-16 15:18:22,2023-08-16 15:18:42,19.987s,PASSED
"click(findTestObject(""OB_008_Fms smart Lgout and Feedback/Logout And Feedback/Logout1""))",Chrome 115.0.0.0,,,2023-08-16 15:18:42,2023-08-16 15:18:43,0.357s,PASSED
delay(3),Chrome 115.0.0.0,,,2023-08-16 15:18:43,2023-08-16 15:18:46,3.002s,PASSED
"click(findTestObject(""OB_008_Fms smart Lgout and Feedback/Page_FMS Smart/Lgout22""))",Chrome 115.0.0.0,,,2023-08-16 15:18:46,2023-08-16 15:19:17,31.585s,PASSED
delay(3),Chrome 115.0.0.0,,,2023-08-16 15:19:17,2023-08-16 15:19:20,3.015s,PASSED
"click(findTestObject(""OB_008_Fms smart Lgout and Feedback/logout3/logou3""))",Chrome 115.0.0.0,,,2023-08-16 15:19:20,2023-08-16 15:19:21,0.355s,PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-16 15:19:21,2023-08-16 15:19:21,0.616s,PASSED
